[2022-08-30T20:28:50.364] [WARN] warnArchive - Estado: 404, Ruta consultada: /api/formProductos.js, Metodo GET
[2023-04-02T20:09:19.721] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:10:40.336] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:11:17.329] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:11:27.992] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:12:00.063] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:13:23.748] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:13:34.663] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:13:54.081] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:14:06.910] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:14:20.989] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:14:42.176] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:14:48.181] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:14:58.892] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:15:22.086] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:15:28.027] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:15:33.772] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:17:12.549] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:40.316] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:43.200] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:45.736] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:47.973] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:49.482] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:50.830] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:19:55.708] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:43:59.054] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:44:34.589] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:45:07.726] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:45:08.820] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:45:11.250] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:45:14.335] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:45:44.427] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:47:08.316] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:47:22.022] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:50:58.702] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:52:02.404] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:52:35.853] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:53:02.623] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:53:15.611] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:53:32.017] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:58:15.121] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:58:25.664] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:58:51.446] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:59:01.928] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:59:42.122] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T20:59:54.964] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:00:08.527] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:00:40.444] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:01:19.450] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:02:16.969] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:05:24.563] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-02T21:05:24.874] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-02T21:06:10.532] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:04.217] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:04.893] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:08.865] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:09.781] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:12.487] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:12.982] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:21.221] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:21.729] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:24.877] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:25.399] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:26.776] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:28.825] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:35:29.156] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:33.582] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:34.100] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:35:35.910] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:35:36.312] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:35:36.800] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:36:18.139] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:36:18.146] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:36:18.659] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:36:51.173] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:36:51.593] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:36:51.919] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:36:54.000] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:36:54.510] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:36:57.433] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:36:57.937] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:36:59.690] [WARN] warnArchive - Estado: 404, Ruta consultada: /Css/style.css, Metodo GET
[2023-04-08T12:37:00.099] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:37:00.494] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:37:41.817] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:37:42.170] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:37:42.975] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:38:00.857] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:38:01.220] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:38:08.467] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:38:08.814] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:38:30.622] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:38:30.968] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:38:36.548] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:38:38.077] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:39:08.307] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:39:08.823] [WARN] warnArchive - Estado: 404, Ruta consultada: /avatar/, Metodo GET
[2023-04-08T12:39:09.160] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:39:14.075] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:39:16.823] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:45:19.826] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:21.889] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:23.781] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:24.107] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:24.406] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:24.708] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:25.007] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:25.306] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:25.604] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:25.904] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:26.916] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:28.248] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:28.547] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:28.849] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:30.852] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:31.151] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:31.451] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:31.751] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:32.049] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:32.348] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:36.105] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:36.466] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:36.869] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:37.169] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:41.107] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:41.413] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:41.713] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:44.271] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:46.587] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:47.516] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:47.816] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:48.117] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:48.417] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:48.716] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:49.017] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:49.576] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:50.388] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:51.054] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:59.258] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:59.574] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:46:59.874] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:01.112] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:03.064] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:03.647] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:03.947] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:05.332] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:05.643] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:05.944] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:06.415] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:06.715] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:07.927] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:08.226] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:08.852] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:15.469] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:15.769] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:16.069] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:16.370] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:16.668] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:17.816] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:20.585] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:22.269] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:22.567] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:22.869] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:23.172] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:23.473] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:24.234] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
[2023-04-08T12:47:26.525] [WARN] warnArchive - Estado: 404, Ruta consultada: /favicon.ico, Metodo GET
